sub_industry,Industry,sector,sic_code,sic_description,company_name,person_name,email,website,country,issues,has_issues,suggested_email,suggested_country,email_confidence,country_confidence,corrections_applied,is_duplicate,duplicate_group,role_function,role_confidence
(HVAC) Heating Contractors & Consultants,Construction & Engineering,Construction & Materials,43220,"Plumbing, heat and air-conditioning installation",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,False,,Other,0.0
Artists & Illustrators,Art & Craft,"Media, Publishing & Entertainment",90030,Artistic creation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Arts & Crafts,Art & Craft,"Media, Publishing & Entertainment",90030,Artistic creation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Arts & Culture,Arts & Entertainment,"Media, Publishing & Entertainment",90010,Performing arts,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Arts & Entertainment,Arts & Entertainment,"Media, Publishing & Entertainment",90010,Performing arts,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Arts Centre,Arts & Entertainment,"Media, Publishing & Entertainment",90040,Operation of arts facilities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Artwork,Art & Craft,"Media, Publishing & Entertainment",90030,Artistic creation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asbestos Air Monitoring,Environmental Engineering & Services,Manufacturing & Industrials,74901,Environmental consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asbestos Awareness Training,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asbestos Risk Management,Environmental Engineering & Services,Manufacturing & Industrials,74901,Environmental consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asbestos Surveys & Removal,Environmental Engineering & Services,Manufacturing & Industrials,43999,Other specialised construction activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asbestos Surveys Management,Environmental Engineering & Services,Manufacturing & Industrials,74901,Environmental consulting activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Asphalt And Macadam Suppliers,Building Materials & Products,Manufacturing & Industrials,23990,Manufacture of other non-metallic mineral products n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Athlete,Travel & Leisure,Hospitality,93120,Activities of sport clubs,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
ATMs,Banks,Financial Services,82990,Other business support service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Attic & Roof Insulation Contractors,Construction Services,Construction & Materials,43290,Other construction installation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Attractions,Travel & Leisure,Hospitality,93210,Activities of amusement parks and theme parks,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
ATV (all Terrain Motorcycle) Quad Bike,Automobiles,Automotive,30910,Manufacture of motorcycles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Auctioneers & Valuers,Valuation Services,Professional Services,82990,Other business support service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Audio and Video Equipment Manufacturing,Household Goods & Services,Manufacturing & Industrials,26400,Manufacture of consumer electronics,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Audio Visual Equipment & Accessories Supplies,Electronics Retail,Retail,46431,"Wholesale of audio tapes, records, CDs and video tapes and the equipment on which these are played",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Audio Visual Production Services,Media Production & Services,"Media, Publishing & Entertainment",59120,"Motion picture, video and television programme post-production activities",,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Auto Electricians/Auto Electrical Services,Automotive Services,Consumer Goods & Services,45200,Maintenance and repair of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Auto Insurance Agency,Insurance,Financial Services,66210,Risk and damage evaluation,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Auto Locksmiths,Automotive Services,Consumer Goods & Services,95290,Repair of personal and household goods n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Auto Parts & Supplies,Auto Components,Automotive,45320,Retail trade of motor vehicle parts and accessories,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Autogas Suppliers & Installers,"Oil, Gas & Consumable Fuels",Utilities & Energy,45310,Wholesale trade of motor vehicle parts and accessories,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automated Storage & Retrieval Systems,Industrial Equipment & Supplies,Manufacturing & Industrials,33200,Installation of industrial machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automatic Gate System Manufacturers,Security Services & Equipment,Manufacturing & Industrials,25110,Manufacture of metal structures and parts of structures,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automation,Industrial Equipment & Supplies,Manufacturing & Industrials,33200,Installation of industrial machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automation Systems & Equipment,Industrial Equipment & Supplies,Manufacturing & Industrials,33200,Installation of industrial machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automobile,Automobiles,Automotive,29100,Manufacture of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automobile Engine Parts & Component Manufacturers,Auto Components,Automotive,29320,Manufacture of other parts and accessories for motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automotive,Automobiles,Automotive,29100,Manufacture of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automotive & Motor Retail,Automobiles,Automotive,45111,Sale of new cars and light motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automotive Components,Auto Components,Automotive,29320,Manufacture of other parts and accessories for motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Automotive Repair Centre or Shop,Automotive Services,Consumer Goods & Services,45200,Maintenance and repair of motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Aviation,Aviation,Transportation & Logistics,51102,Non-scheduled passenger air transport,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Aviation and Aerospace Component Manufacturing,Aerospace & Defense,Manufacturing & Industrials,30300,Manufacture of air and spacecraft and related machinery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Aviation Engineers,Aerospace Engineering,Manufacturing & Industrials,30300,Manufacture of air and spacecraft and related machinery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Aviation Security,Security Services & Equipment,Professional Services,80100,Private security activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Aviation Supplies,Aviation,Transportation & Logistics,46690,Wholesale of other machinery and equipment,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Axle Supplies & Services,Auto Components,Automotive,29320,Manufacture of other parts and accessories for motor vehicles,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
B2B,Business Services,Professional Services,82990,Other business support service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
B2C,E-commerce,Information Technology,47910,Retail sale via mail order houses or via Internet,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baby & Nursery Equipment,Specialty Retail,Retail,47789,Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baby Clothing,Apparel,Consumer Goods & Services,46420,Wholesale of clothing and footwear,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bottled Water Coolers,Beverage Distribution,Manufacturing & Industrials,28290,Manufacture of other general-purpose machinery n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baby Shower Services,Events Management,Professional Services,96090,Other service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baby Sitters,Specialized Consumer Services,Consumer Goods & Services,96090,Other service activities n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bacon & Ham Curers & Merchants/Dealers,Food & Beverage Industry,Consumer Goods & Services,10130,Production of meat and poultry meat products,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Badges & Emblems,Gifts & Stationery,Consumer Goods & Services,32990,Other manufacturing n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bagels,"Hotels, Restaurants & Leisure",Hospitality,10710,Manufacture of bread; manufacture of fresh pastry goods and cakes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
"Bags, Belts & Accessories - Manufacturers",Apparel,Manufacturing & Industrials,14110,Manufacture of leather clothes,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bailiffs,Legal Services,Professional Services,82911,Activities of collection agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Drinking Water Coolers,Beverage Distribution,Manufacturing & Industrials,28290,Manufacture of other general-purpose machinery n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bakery & Confectionery Supplies,Food & Beverage Industry,Consumer Goods & Services,46360,Wholesale of sugar and chocolate and sugar confectionery,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Baking Training,Education Services,Education,85590,Other education n.e.c.,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Ballet/Dance Schools,Education Services,Education,85520,Cultural education,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Balloons - Hot Air,Travel & Leisure,Hospitality,51102,Non-scheduled passenger air transport,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bankruptcy,Legal Services,Professional Services,82911,Activities of collection agencies,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Banks & Financial Institutions,Banks,Financial Services,64191,Banks,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
Bar Code Products & Services,Information Technology (IT),Information Technology,62090,Other information technology service activities,,,,,,missing_company_name;missing_person_name;missing_email;missing_country,True,,,0.0,0.0,,True,,Other,0.0
